"cellID","avg_intensity_dapi","nuclear_area","nuclear_perimeter","major_axis","minor_axis","axes_ratio","circularity","eccentricity","solidity","x_pos","y_pos","angle","imageID","avg_intensity_core_dapi","avg_intensity_internal_ring_dapi","avg_intensity_external_ring_dapi","total_intensity_core_dapi","total_intensity_internal_ring_dapi","total_intensity_external_ring_dapi","total_intensity_dapi","avg_intensity_beta3","total_intensity_beta3","avg_intensity_rfp","total_intensity_rfp","avg_intensity_ngn2","total_intensity_ngn2","dna_peaks","dna_dots","dna_dots_size_median","spatial_entropy","beta3_group","rfp_group","ngn2_group","experiment","path2ong"
129,1728,131,45,16.6,10.1,0.61,0.826,0.792,0.974,1312,1018,0.042625057,"Snap-455",2439,1474,392,2739121,1283464,391746,5133330,1033,2625568,8629,21926102,3862,9812322,17,16,0.9017575,3.817,2,4,4,"Day4","test"
139,1865,124,42,14.1,11.2,0.799,0.881,0.602,0.976,944,1082,-0.783647647,"Snap-455",2573,1595,821,2750062,1309593,781786,5243758,1137,2732352,8139,19565832,2010,4831923,12,12,1.4685765,3.765,2,4,3,"Day4","test"
156,2520,85,34,11.3,9.5,0.841,0.913,0.54,0.979,1260,1188,0.607873082,"Snap-455",3654,2075,399,2520938,1396180,322484,4839480,1859,3051711,13440,22068786,2973,4881772,8,4,1.855044,3.718,3,4,3,"Day4","test"
171,2384,90,36,12.8,9,0.701,0.864,0.713,0.972,1733,1292,0.068294798,"Snap-455",3300,2042,487,2464727,1431221,408947,4840281,1189,2065882,14868,25826273,1003,1741997,8,7,0.824464,3.749,2,5,1,"Day4","test"
20,2202,104,38,12.1,11,0.905,0.899,0.425,0.977,702,99,0.344826191,"Snap-456",3351,1597,383,3119642,1216960,343146,5180767,1230,2475432,8472,17045276,2280,4586354,9,10,1.288225,3.694,2,4,3,"Day4","test"
89,2219,105,40,14.9,9,0.605,0.81,0.796,0.969,1227,533,1.517177238,"Snap-456",3216,1779,450,2910098,1412909,420810,5278980,1302,2647322,8819,17938192,2453,4990231,10,8,1.54587,3.738,2,4,3,"Day4","test"
98,2282,101,44,18.4,7.1,0.389,0.671,0.921,0.967,1200,601,-1.007226048,"Snap-456",3336,1977,391,2899223,1777253,406567,5251604,1189,2340683,7874,15496168,1787,3517473,9,8,1.3655185,3.802,2,4,3,"Day4","test"
118,1586,151,50,19.9,9.8,0.491,0.753,0.871,0.966,1369,735,0.032270062,"Snap-456",2254,1338,368,3020900,1293552,404341,5430515,794,2324098,15512,45417716,4999,14637098,16,14,0.8502285,3.753,1,5,4,"Day4","test"
121,2224,105,42,16,8.5,0.533,0.739,0.846,0.956,1292,754,-0.263223342,"Snap-456",3020,1977,510,2600491,1637076,493559,5304048,905,1846240,9280,18931063,471,961491,11,12,0.6441125,3.794,2,4,1,"Day4","test"
138,2414,97,38,14.5,8.6,0.592,0.823,0.806,0.974,1197,855,-0.436517986,"Snap-456",3669,1831,665,2997239,1369682,585008,5312330,1228,2311946,14748,27755657,2167,4078249,9,9,0.772935,3.68,2,5,3,"Day4","test"
144,2140,111,43,16.8,8.5,0.505,0.767,0.863,0.966,1212,905,-0.110839559,"Snap-456",2828,1888,811,2841882,1529034,771897,5402137,1058,2284039,8917,19250754,1075,2321516,7,9,0.721406,3.709,2,4,2,"Day4","test"
145,2088,113,41,15.3,9.4,0.616,0.837,0.788,0.977,1505,906,-0.557080592,"Snap-456",2917,1791,482,2902111,1500840,466995,5359840,1909,4191490,8896,19536187,1739,3818675,15,15,1.082109,3.78,3,4,2,"Day4","test"
153,2343,202,64,25.9,10.3,0.399,0.629,0.917,0.928,1644,953,0.738711071,"Snap-456",3470,1728,724,6031494,2267645,1043258,10742563,1378,5404003,9081,35604890,850,3331000,17,16,1.185167,3.701,2,4,1,"Day4","test"
161,2236,103,39,13.7,9.6,0.701,0.86,0.713,0.971,1709,987,1.099585232,"Snap-456",3090,1926,646,2864676,1456244,579236,5244502,1072,2150886,14477,29040488,5529,11090924,12,11,0.927522,3.765,2,5,4,"Day4","test"
222,2414,91,36,13,9,0.695,0.87,0.719,0.977,505,1311,-1.122896586,"Snap-456",3696,1800,396,2757528,1299760,339387,5001599,2093,3708273,9650,17100471,1589,2814885,6,3,2.009631,3.685,3,4,2,"Day4","test"
22,3377,64,30,9.7,8.4,0.867,0.922,0.497,0.976,1143,174,0.206610968,"Snap-457",4758,3085,583,2674238,1727454,405473,4895297,2572,3189435,14977,18572096,2531,3138743,4,3,2.679508,3.71,3,5,3,"Day4","test"
47,2855,80,34,11.3,9,0.797,0.892,0.604,0.971,958,363,-0.884421476,"Snap-457",4145,2354,448,3109026,1556140,358602,5177150,1476,2289327,13331,20676962,1123,1741818,6,5,1.751986,3.687,3,4,2,"Day4","test"
58,2097,223,59,17.9,16.2,0.907,0.815,0.421,0.961,365,484,-1.352455935,"Snap-457",3084,1405,420,6313523,1706885,567429,10601245,1166,5040782,10412,45022394,3533,15278538,16,14,1.0563445,3.624,2,5,1,"Day4","test"
113,2642,87,35,11.7,9.5,0.812,0.903,0.583,0.976,1376,914,-0.766427462,"Snap-457",3610,2438,480,2609888,1657678,387990,5213659,2168,3658843,16338,27578215,7449,12574583,7,8,1.3139895,3.813,3,5,5,"Day4","test"
139,1716,142,45,15.1,12,0.79,0.898,0.614,0.98,912,1122,-1.245912112,"Snap-457",2391,1366,438,3127078,1203243,445346,5536284,1238,3413272,8958,24706669,5933,16363546,9,9,2.318805,3.762,2,4,4,"Day4","test"
51,2274,107,38,12.5,10.9,0.874,0.919,0.486,0.982,813,413,0.289992773,"Snap-458",3400,1707,477,3332218,1303863,427580,5505805,1373,2843139,7915,16391945,1727,3576790,11,10,0.721406,3.693,2,4,2,"Day4","test"
67,1908,126,44,16.6,9.7,0.581,0.83,0.814,0.983,503,516,-1.032166716,"Snap-458",2656,1601,422,3072888,1425269,432496,5435562,1337,3256294,8855,21569600,2146,5227120,7,10,1.2624605,3.757,2,4,3,"Day4","test"
88,2956,157,50,18.1,11.4,0.628,0.784,0.778,0.96,535,682,-1.037385308,"Snap-458",4724,1966,502,6448195,2019004,586409,10531624,2094,6379966,8344,25425157,1122,3418000,12,7,0.463761,3.536,3,4,1,"Day4","test"
100,1877,135,44,15.4,11.2,0.724,0.871,0.69,0.978,1552,775,-1.219030545,"Snap-458",2673,1495,424,3183713,1302150,423827,5742092,1015,2655271,16383,42857127,6317,16524964,8,10,0.7986995,3.711,2,5,4,"Day4","test"
173,2325,97,37,12.2,10.2,0.838,0.866,0.546,0.976,672,1321,-1.257275558,"Snap-458",3486,1878,877,2788872,1430922,793119,5104415,1320,2477202,8871,16650726,1016,1906409,8,8,1.8292795,3.743,2,4,1,"Day4","test"
15,2494,90,35,11.8,9.7,0.819,0.9,0.574,0.974,591,95,0.805071908,"Snap-459",3610,2051,409,2707388,1437888,343886,5085544,1967,3430540,14954,26080022,3699,6451311,9,9,0.721406,3.782,3,5,4,"Day4","test"
76,1955,118,41,13.2,11.4,0.858,0.888,0.514,0.977,1293,585,-1.165092138,"Snap-459",2998,1450,359,3399564,1173369,338944,5228377,1185,2709507,15771,36068398,4419,10106586,5,4,3.8389105,3.596,2,5,4,"Day4","test"
87,2241,98,38,14.1,8.9,0.631,0.842,0.776,0.978,61,661,-1.03078603,"Snap-459",3024,2022,385,2491879,1531005,341919,4988099,1226,2334655,8428,16046844,2922,5563019,11,11,1.391283,3.855,2,4,3,"Day4","test"
95,1822,35,23,7.5,6,0.799,0.819,0.602,0.954,1799,712,-1.007619186,"Snap-459",2279,2039,1198,583302,858539,691431,1441841,2179,1475215,16381,11089627,1876,1269941,2,3,1.133638,3.655,3,5,2,"Day4","test"
99,2034,82,34,12,8.7,0.728,0.862,0.686,0.966,1828,725,-1.096925182,"Snap-459",2762,1928,975,2148982,1276533,776922,3762125,1955,3092695,16258,25720020,2199,3479429,5,3,3.09174,3.652,3,5,3,"Day4","test"
116,2006,116,41,14,10.6,0.759,0.886,0.651,0.978,734,853,0.550580556,"Snap-459",2933,1543,370,3249855,1240326,346224,5292603,2087,4708524,9902,22338983,2082,4696141,8,7,1.751986,3.645,3,4,3,"Day4","test"
140,1815,126,42,14.5,11.1,0.766,0.879,0.643,0.976,186,1052,0.069637429,"Snap-459",2494,1531,513,2693756,1278127,497259,5172214,913,2225144,14739,35919718,3993,9730479,10,9,2.009631,3.751,2,5,4,"Day4","test"
159,1997,232,64,23,13.5,0.589,0.712,0.808,0.926,1656,1188,1.34184053,"Snap-459",2868,1463,384,5927823,1898763,548516,10504926,1633,7345614,7137,32110195,911,4100160,16,17,1.803515,3.691,3,4,1,"Day4","test"
53,2094,102,39,14.1,9.3,0.661,0.846,0.75,0.972,1348,287,-0.189537973,"Snap-460",2985,1716,505,2791047,1256025,436549,4839118,2448,4839145,7890,15599030,1641,3243968,8,6,1.442812,3.717,3,4,2,"Day4","test"
80,2842,75,33,11.7,8.2,0.698,0.844,0.716,0.973,960,487,0.187950682,"Snap-460",4160,2408,457,2778857,1562516,358353,4818180,2062,2989410,12216,17713049,2019,2927579,8,5,0.721406,3.707,3,4,3,"Day4","test"
132,2668,66,32,11.4,7.7,0.677,0.794,0.736,0.965,347,793,1.493757755,"Snap-460",3409,2819,1601,1779309,1770574,1242675,3992170,2629,3365326,10169,13015919,2161,2766622,7,5,1.803515,3.756,4,4,2,"Day4","test"
140,1836,123,42,13.4,11.9,0.889,0.859,0.459,0.954,233,843,-1.346907986,"Snap-460",2376,1812,923,2482574,1498886,890611,5123374,2008,4790232,9296,22179294,423,1010331,8,9,2.164218,3.672,4,5,1,"Day4","test"
144,2603,79,35,11.8,8.7,0.734,0.817,0.68,0.966,240,887,-0.019809696,"Snap-460",3507,2472,1116,2679536,1587271,876001,4690898,2048,3155777,16097,24805640,2007,3092086,9,6,0.6956415,3.758,3,5,3,"Day4","test"
162,2518,84,34,11.3,9.5,0.839,0.917,0.545,0.979,715,1029,-1.259106026,"Snap-460",3724,1988,410,2998031,1343921,331418,4780969,2079,3376159,10977,17827067,2182,3542866,7,6,1.1078735,3.735,3,4,3,"Day4","test"
163,2224,100,38,13.4,9.7,0.723,0.848,0.691,0.971,867,1042,-0.372838023,"Snap-460",3218,1772,791,2834876,1313013,691320,5040509,2104,4079384,8478,16439260,1796,3482006,9,9,1.236696,3.706,3,4,2,"Day4","test"
167,2563,82,34,11.7,9,0.77,0.877,0.638,0.971,599,1048,-0.902981667,"Snap-460",3688,2129,439,2862005,1426241,355004,4765928,2380,3784554,9077,14433116,2139,3400321,8,10,0.772935,3.81,3,4,3,"Day4","test"
170,2610,163,51,18.2,11.5,0.636,0.798,0.772,0.96,374,1079,-0.045931491,"Snap-460",3831,1909,503,5688319,1946872,581476,9645359,2067,6530262,9399,29701967,1025,3238470,15,13,1.082109,3.704,3,4,1,"Day4","test"
207,2286,91,36,12.4,9.4,0.76,0.861,0.65,0.973,400,1291,-0.61073368,"Snap-460",3439,1799,387,2613294,1273825,328230,4712389,2513,4429770,8456,14907357,2975,5245630,8,9,0.927522,3.757,3,4,3,"Day4","test"
54,1586,140,44,14.4,12.4,0.862,0.897,0.507,0.979,444,358,0.843890247,"Snap-462",2152,1376,524,2715286,1218089,536865,5032606,1259,3416786,14085,38211801,2232,6056358,10,8,1.288225,3.733,2,4,3,"Day4","test"
55,2315,87,35,11.2,9.9,0.888,0.9,0.46,0.976,154,352,1.254123421,"Snap-462",3521,1780,448,2531506,1213680,366382,4550378,1692,2844526,15074,25340115,2781,4674629,6,5,1.03058,3.684,3,5,3,"Day4","test"
68,2025,108,39,12.7,10.9,0.856,0.885,0.517,0.975,1590,442,0.391899294,"Snap-462",3034,1501,749,3012872,1162137,689052,4963760,1286,2695437,9003,18869879,1301,2726766,7,4,1.855044,3.612,2,4,2,"Day4","test"
77,2590,85,35,11.6,9.4,0.809,0.864,0.588,0.976,1038,471,-1.331938095,"Snap-462",3963,1979,554,2785651,1333952,449050,4999946,3056,5046000,16318,26941061,4024,6643031,4,2,1.3139895,3.617,3,5,4,"Day4","test"
91,2331,91,36,13.1,8.8,0.674,0.86,0.738,0.976,1650,550,-0.781412873,"Snap-462",3310,1953,614,2903232,1423692,535371,4809169,1522,2684975,14506,25588399,4224,7450839,7,4,1.54587,3.702,3,5,4,"Day4","test"
122,1929,115,42,15.5,9.5,0.613,0.841,0.79,0.978,979,760,0.796907434,"Snap-462",2699,1636,596,2783035,1380683,581875,5054370,1135,2544455,10808,24221470,2651,5941255,8,7,2.370334,3.736,2,4,3,"Day4","test"
50,2903,71,35,13,7,0.539,0.745,0.842,0.964,382,211,-0.523761061,"220114 Lenti NGN D5",4278,2358,1232,2481003,1542113,975831,4480239,1190,1633511,8827,12119746,251,344059,3,4,0.6441125,3.644,2,4,1,"Day5","test"
51,3168,74,32,10.2,9.2,0.91,0.917,0.414,0.979,1397,217,1.08641662,"220114 Lenti NGN D5",4327,2691,506,2912068,1676254,380642,5085067,1588,2267952,8829,12607913,1813,2589197,8,6,0.9017575,3.763,3,4,2,"Day5","test"
108,1942,124,43,13.9,11.4,0.82,0.861,0.572,0.977,1802,515,0.185560367,"220114 Lenti NGN D5",2480,1747,408,2601727,1474523,399396,5273519,1177,2843523,12079,29183149,2156,5209120,13,14,1.236696,3.855,2,4,2,"Day5","test"
196,2769,83,34,11.6,9.2,0.788,0.917,0.615,0.982,573,928,0.222359706,"220114 Lenti NGN D5",4212,1924,441,2923095,1246525,342044,5029075,1362,2200788,8898,14378754,1487,2402309,6,6,1.54587,3.697,2,4,2,"Day5","test"
241,3736,62,29,9.9,8,0.808,0.912,0.589,0.976,1290,1118,1.02815627,"220114 Lenti NGN D5",5197,3161,600,2707721,1786039,417390,5056224,2479,2984934,12942,15582034,1338,1611543,5,5,0.772935,3.769,4,4,2,"Day5","test"
251,3802,62,30,10.1,7.8,0.771,0.878,0.637,0.97,670,1169,-0.358542054,"220114 Lenti NGN D5",5524,3073,1370,2772900,1760595,986042,5103145,2049,2446496,8321,9935206,1960,2339873,6,7,0.618348,3.728,3,4,2,"Day5","test"
258,2718,93,37,13,9.2,0.706,0.866,0.708,0.98,992,1190,-1.287605033,"220114 Lenti NGN D5",3376,2535,958,2636442,1820293,813314,5509033,1747,3149631,10475,18887220,1747,3149862,9,10,1.2109315,3.812,3,4,2,"Day5","test"
262,3859,61,30,9.5,8.2,0.861,0.876,0.509,0.966,1207,1196,1.266378423,"220114 Lenti NGN D5",5586,3147,1532,2832165,1746501,1066109,5110332,2803,3302119,13858,16324150,1984,2337110,3,2,1.0563445,3.681,4,4,2,"Day5","test"
272,4488,58,29,8.9,8.4,0.935,0.843,0.354,0.959,1221,1228,-0.057386534,"220114 Lenti NGN D5",5987,4028,2116,2957424,2126577,1423754,5690941,1945,2193791,8721,9837809,1571,1772247,5,3,1.751986,3.746,3,4,2,"Day5","test"
285,1994,48,26,9.1,6.8,0.749,0.894,0.663,0.97,966,1264,1.467797713,"220114 Lenti NGN D5",2589,1938,1028,1131521,970777,657997,2102298,1710,1604038,14370,13479409,241,225683,3,2,0.5410545,3.714,3,5,1,"Day5","test"
287,3131,170,50,19,11.4,0.602,0.841,0.799,0.982,1611,1278,-1.338218081,"220114 Lenti NGN D5",4377,2107,516,7112739,2138445,590001,11617191,1879,6201683,11752,38781876,1506,4969551,17,14,0.721406,3.656,3,4,2,"Day5","test"
288,3199,74,33,11.6,8.2,0.703,0.878,0.711,0.978,1419,1279,0.585319435,"220114 Lenti NGN D5",4521,2573,499,2974743,1672549,391412,5196354,1663,2403596,10389,15012057,1776,2565897,6,8,1.0563445,3.741,3,4,2,"Day5","test"
296,3893,88,37,13.8,8.2,0.594,0.799,0.804,0.97,716,1315,0.662053788,"220114 Lenti NGN D5",5465,3094,1011,4524643,2230674,869884,7461271,2862,4878925,12982,22134610,2192,3737963,6,4,1.236696,3.693,4,4,3,"Day5","test"
302,2670,89,35,11.8,9.6,0.812,0.911,0.583,0.978,1178,1324,1.418870434,"220114 Lenti NGN D5",3821,2067,435,2907736,1422070,355279,5209015,1340,2325865,8629,14980247,1396,2423210,6,4,1.494341,3.628,3,4,2,"Day5","test"
32,3043,75,34,10.1,9.6,0.943,0.804,0.332,0.965,409,125,-0.586865021,"Snap-464",3886,2855,1540,2673778,1818557,1175153,4978274,2199,3198952,15481,22525356,1962,2854529,4,4,1.7777505,3.619,4,5,2,"Day5","test"
38,2683,89,35,11.2,10.1,0.903,0.887,0.43,0.972,497,147,1.438963447,"Snap-464",4018,2080,827,2893268,1474513,700956,5195938,1191,2052009,8864,15272478,1727,2976358,7,7,1.751986,3.686,2,4,2,"Day5","test"
47,4530,49,26,8.7,7.2,0.826,0.902,0.564,0.969,642,225,0.361290198,"Snap-464",6063,4184,750,2800903,2066822,475491,4867725,1771,1692731,12903,12335075,2573,2459838,4,3,1.288225,3.767,3,4,3,"Day5","test"
57,3091,77,33,11.7,8.4,0.711,0.882,0.703,0.976,1082,285,1.305603647,"Snap-464",4422,2328,525,3184066,1485144,407309,5192369,2544,3800031,11860,17718816,1386,2071295,6,5,0.772935,3.743,4,4,2,"Day5","test"
60,2747,87,37,14.2,7.8,0.551,0.798,0.835,0.972,483,313,-0.904780009,"Snap-464",3756,2329,471,2940964,1734874,414419,5218280,1845,3118773,10330,17457639,1557,2630990,8,9,0.721406,3.72,3,4,1,"Day5","test"
72,2254,108,39,12.3,11.3,0.921,0.918,0.389,0.98,1218,363,-1.436713888,"Snap-464",3214,1745,411,3210297,1350267,371305,5331886,951,2001361,9409,19796722,208,436808,8,10,0.772935,3.683,2,4,1,"Day5","test"
76,3380,73,32,10.9,8.6,0.793,0.888,0.609,0.973,884,376,-0.792958018,"Snap-464",4781,2775,1497,3083484,1779019,1162024,5398283,1897,2695458,8615,12242576,3150,4475651,6,6,1.0563445,3.73,3,4,3,"Day5","test"
89,2063,120,42,14.8,10.3,0.694,0.852,0.72,0.975,173,450,-0.072225426,"Snap-464",2715,1645,786,3135892,1348849,748436,5392453,995,2313982,16265,37816491,12516,29100708,9,7,2.164218,3.774,2,5,5,"Day5","test"
113,2925,84,35,11.6,9.3,0.803,0.871,0.595,0.972,1160,570,0.063627965,"Snap-464",3862,2654,1146,2661133,1786121,944294,5388553,2198,3602009,12809,20993700,1941,3182090,6,6,1.391283,3.745,3,4,2,"Day5","test"
189,2814,88,36,11.6,9.7,0.835,0.861,0.55,0.969,1705,905,1.243562593,"Snap-464",4104,2081,931,3028794,1410851,768423,5376653,1464,2488613,8107,13781873,1765,3000603,7,5,0.979051,3.699,3,4,2,"Day5","test"
249,1949,133,45,16.2,10.5,0.646,0.82,0.764,0.972,1002,1206,-0.013804078,"Snap-464",2831,1429,667,3236394,1253550,688421,5647125,1132,2916468,8845,22794743,2482,6397236,6,5,3.09174,3.582,2,4,3,"Day5","test"
265,3751,64,29,9.9,8.2,0.833,0.935,0.554,0.98,1211,1277,-0.080972736,"Snap-464",5339,3003,787,2925588,1702519,547855,5201965,1713,2113501,14362,17723069,4332,5346166,7,7,0.51529,3.795,3,5,3,"Day5","test"
293,3732,71,32,10.2,9,0.879,0.86,0.477,0.968,1177,1406,1.33554057,"Snap-464",4691,3517,2020,3039453,2135054,1519035,5805942,2226,3080219,14983,20736282,1994,2759836,6,3,1.236696,3.649,3,5,2,"Day5","test"
295,3603,67,31,11.2,7.7,0.69,0.874,0.724,0.975,1151,1428,0.544917854,"Snap-464",5171,2911,1294,3040394,1723079,931628,5297522,2057,2690160,9889,12934519,1883,2462541,3,2,0.8502285,3.646,3,4,2,"Day5","test"
30,2380,99,39,13.9,9.1,0.656,0.835,0.755,0.972,989,296,-0.299546554,"Snap-466",3282,1879,544,2799625,1407540,483959,5135935,1664,3195824,8743,16786886,1254,2408320,9,7,2.215747,3.717,3,4,2,"Day5","test"
54,2672,85,36,13.3,8.2,0.614,0.849,0.79,0.975,617,526,-0.440908186,"Snap-466",3693,2181,400,2899210,1561324,342341,4969217,1278,2114294,12461,20622130,1940,3210341,8,7,1.082109,3.73,2,5,2,"Day5","test"
61,3920,56,28,10.4,6.8,0.654,0.867,0.757,0.974,423,542,-0.821069361,"Snap-466",5492,3365,540,2899551,1854331,371535,4753882,1534,1655486,16160,17436814,1460,1575429,3,3,1.391283,3.732,3,5,2,"Day5","test"
69,2787,81,34,11.7,8.8,0.748,0.899,0.664,0.979,486,637,-0.181273229,"Snap-466",3917,2160,389,3055411,1399397,301960,4900678,3341,5225941,13803,21587142,1622,2537416,7,6,0.824464,3.733,4,5,2,"Day5","test"
79,2107,109,39,13.1,10.6,0.807,0.903,0.59,0.982,535,766,-1.100176384,"Snap-466",3037,1445,362,3070188,1115536,324626,5002649,1530,3232891,12064,25490709,1508,3186076,7,6,2.0869245,3.696,3,4,2,"Day5","test"
102,2811,81,36,12.4,8.5,0.68,0.811,0.733,0.959,793,965,-0.664127935,"Snap-466",3943,2309,846,2854501,1632513,718203,4996618,1569,2479966,10479,16566942,1955,3090794,6,7,1.03058,3.767,3,4,2,"Day5","test"
109,2744,86,35,12.4,8.8,0.711,0.884,0.703,0.979,927,1050,-0.469552539,"Snap-466",3938,2111,646,2764726,1441830,527499,5152638,2585,4319668,13873,23181134,1802,3010666,7,6,1.288225,3.696,3,5,2,"Day5","test"
113,2439,92,37,13.6,8.7,0.638,0.84,0.77,0.974,660,1105,0.220406491,"Snap-466",3433,1847,555,2643417,1327778,479250,4916158,1999,3585072,9969,17873636,745,1335856,10,6,0.9017575,3.727,4,4,1,"Day5","test"
124,2474,92,37,13.6,8.7,0.642,0.858,0.767,0.98,1337,1215,0.162597636,"Snap-466",3434,1940,392,2709492,1355855,326096,4958862,1744,3109628,13872,24733987,1322,2356779,7,10,0.669877,3.735,3,5,2,"Day5","test"
137,2659,85,34,11.1,9.8,0.88,0.913,0.475,0.977,283,1347,-1.034651649,"Snap-466",3578,2232,783,2933857,1540334,651767,4958397,1174,1948235,11866,19685405,925,1533773,7,6,0.824464,3.663,2,4,1,"Day5","test"
143,1740,131,46,15.6,11,0.705,0.762,0.709,0.929,1898,1388,-0.091822466,"Snap-466",2254,1457,346,2779614,1336370,363925,4970971,1552,3943416,16214,41199874,5245,13327916,15,11,0.721406,3.811,3,5,4,"Day5","test"
12,1569,134,47,18.4,9.5,0.516,0.758,0.857,0.952,1211,504,0.700075921,"Snap-467",1866,1564,483,2231894,1526843,536810,4588931,1084,2819977,12523,32573359,3107,8081288,13,12,1.288225,3.744,2,4,3,"Day5","test"
17,2060,97,39,14.7,8.5,0.576,0.809,0.818,0.974,1305,671,-1.478268682,"Snap-467",2620,1946,606,2122363,1457456,533166,4344695,1046,1962557,16102,30206698,544,1020041,9,10,1.0048155,3.786,2,5,1,"Day5","test"
19,1624,129,44,16.2,10.2,0.627,0.819,0.779,0.973,971,717,0.4538573,"Snap-467",2134,1453,491,2592794,1292728,499314,4553689,1070,2667450,12341,30778493,3884,9687396,12,12,1.339754,3.723,2,4,3,"Day5","test"
23,1413,152,46,16,12.1,0.754,0.895,0.657,0.982,1065,842,-1.497997443,"Snap-467",1714,1367,439,2460587,1255978,460563,4675938,828,2438756,11331,33358494,2491,7334762,13,9,2.782566,3.75,2,4,3,"Day5","test"
24,2286,82,36,13.9,7.6,0.544,0.775,0.839,0.958,942,849,1.253362788,"Snap-467",3003,2114,721,2216298,1477354,603837,4075925,1133,1797263,15145,24019371,590,936156,8,8,1.7262215,3.695,2,5,1,"Day5","test"
5,2191,87,36,13.2,8.5,0.641,0.845,0.768,0.975,109,75,1.345032398,"Snap-468",2891,1894,422,2428462,1339343,354804,4182595,2872,4876244,15876,26958094,3247,5512962,12,10,0.721406,3.811,4,5,3,"Day5","test"
22,2238,91,36,11.5,10.2,0.887,0.879,0.461,0.973,1884,457,-1.423658228,"Snap-468",3291,1611,397,2544084,1137521,333615,4459140,1813,3213369,12489,22131205,1465,2595850,6,5,1.236696,3.663,3,4,2,"Day5","test"
24,2422,86,35,12.6,8.7,0.692,0.883,0.722,0.98,1572,461,1.354542214,"Snap-468",3412,1871,423,2777617,1311757,352327,4537579,2600,4333845,13951,23255622,538,897163,6,6,1.133638,3.708,4,5,1,"Day5","test"
28,2089,101,38,12.2,10.6,0.869,0.88,0.496,0.969,1550,528,0.342345988,"Snap-468",2927,1625,407,2581929,1233591,364625,4593421,2393,4680758,13205,25829912,1277,2498301,10,11,0.669877,3.744,3,5,2,"Day5","test"
35,2295,92,38,14.2,8.3,0.583,0.812,0.812,0.974,1584,623,-0.693359848,"Snap-468",3189,1866,421,2777245,1393752,370205,4595284,2137,3805714,10190,18149133,844,1502821,9,7,0.721406,3.68,3,4,1,"Day5","test"
39,2128,99,39,14.8,8.6,0.577,0.803,0.817,0.959,1817,681,-1.265303431,"Snap-468",3049,1575,422,2524539,1206630,381148,4587805,2197,4213715,12933,24805944,1171,2246470,8,7,0.927522,3.7,3,5,2,"Day5","test"
43,2519,83,35,12.7,8.3,0.653,0.837,0.758,0.972,1505,764,0.71747398,"Snap-468",3562,1997,832,2717851,1394056,698905,4559732,2794,4498482,14964,24092845,1787,2877417,6,5,0.979051,3.693,4,5,2,"Day5","test"
45,2461,84,36,13.2,8.2,0.616,0.806,0.788,0.968,1470,772,0.751457775,"Snap-468",3558,1882,809,2714550,1354982,693200,4524974,2759,4513608,12571,20565768,1318,2156811,8,5,0.772935,3.71,3,4,2,"Day5","test"
46,1674,133,45,15.7,10.9,0.69,0.835,0.724,0.975,1677,780,1.063018229,"Snap-468",2256,1287,617,2562549,1143018,637335,4867216,1411,3648793,9777,25284462,1065,2755028,9,8,1.54587,3.722,3,4,2,"Day5","test"
48,2409,91,37,13.2,8.9,0.674,0.836,0.739,0.974,1916,784,0.355064047,"Snap-468",3365,1742,741,2698978,1027523,491810,4803920,2329,4130765,14088,24992527,1276,2264267,10,5,1.133638,3.699,3,5,2,"Day5","test"
53,2300,90,36,11.1,10.4,0.939,0.893,0.345,0.972,1327,821,-1.184031491,"Snap-468",3353,1638,426,2631927,1112192,347745,4512743,1929,3367835,12687,22151219,1294,2259462,7,6,1.2624605,3.697,3,5,2,"Day5","test"
54,1351,169,50,18.1,11.9,0.656,0.835,0.755,0.973,1097,869,1.199199686,"Snap-468",1705,1131,508,2726739,1157222,590488,4981224,958,3142695,15932,52258543,1091,3579310,15,13,1.648928,3.784,2,5,2,"Day5","test"
55,1740,124,47,19.3,8.4,0.438,0.704,0.899,0.935,1679,875,1.159863421,"Snap-468",2402,1368,445,2490997,1288555,477193,4691826,1874,4495262,8311,19938982,1491,3576207,10,8,1.339754,3.736,3,4,2,"Day5","test"
73,2100,100,37,11.9,10.8,0.909,0.917,0.416,0.979,1379,1151,1.188676004,"Snap-468",2978,1552,413,2668511,1143867,359990,4599933,1978,3856014,13090,25512268,1521,2965058,9,8,0.772935,3.677,3,5,2,"Day5","test"
22,2635,83,34,11.7,9,0.77,0.894,0.639,0.971,945,410,-1.379733047,"Snap-469",3631,2199,501,2491162,1446843,401119,4787027,2127,3437355,14856,24006556,1632,2637009,10,11,0.463761,3.786,3,5,2,"Day5","test"
32,2715,79,34,12.5,8.1,0.646,0.871,0.763,0.98,1502,607,-1.192742934,"Snap-469",3626,2364,599,2650911,1567561,478821,4690712,2152,3306884,15874,24397759,907,1393563,10,4,0.9532865,3.697,3,5,1,"Day5","test"
50,2658,81,37,14.7,7,0.476,0.758,0.879,0.976,1241,999,0.24580468,"Snap-469",3692,2251,465,2624867,1591325,390765,4691756,1897,2978851,14754,23164353,1932,3033313,9,8,0.566819,3.732,3,5,2,"Day5","test"
61,1644,139,45,16.5,10.7,0.648,0.848,0.762,0.981,935,1171,-0.805793149,"Snap-469",2301,1297,320,2711122,1196777,338003,4975953,1057,2846708,14654,39449008,1638,4410579,8,10,1.4685765,3.702,2,5,2,"Day5","test"
