"cellID","avg_intensity_dapi","nuclear_area","nuclear_perimeter","major_axis","minor_axis","axes_ratio","circularity","eccentricity","solidity","x_pos","y_pos","angle","imageID","avg_intensity_core_dapi","avg_intensity_internal_ring_dapi","avg_intensity_external_ring_dapi","total_intensity_core_dapi","total_intensity_internal_ring_dapi","total_intensity_external_ring_dapi","total_intensity_dapi","avg_intensity_beta3","total_intensity_beta3","avg_intensity_rfp","total_intensity_rfp","avg_intensity_ngn2","total_intensity_ngn2","dna_peaks","dna_dots","dna_dots_size_median","spatial_entropy","beta3_group","rfp_group","ngn2_group","experiment","path2ong"
85,1560,152,54,21.8,9.3,0.427,0.654,0.904,0.908,900,1282,1.560856988,"Snap-374",1800,1220,513,2561697,1297388,616602,4603867,903,2665517,8051,23758305,3225,9516521,14,12,1.803515,3.833,2,5,3,"Day1","test"
30,2054,118,43,15.9,9.6,0.605,0.807,0.796,0.966,1242,580,0.948247652,"Snap-375",2420,1544,743,2512109,1333942,742786,4684057,1344,3066735,13533,30867652,14356,32745056,7,7,2.009631,3.745,3,5,5,"Day1","test"
37,2313,104,39,14.2,9.4,0.661,0.837,0.751,0.967,1260,639,1.143358635,"Snap-375",3115,1461,782,2796970,1137995,719186,4646322,910,1827811,9815,19717882,11644,23393575,5,4,1.236696,3.56,2,5,4,"Day1","test"
54,2779,81,34,11.7,8.9,0.758,0.886,0.653,0.976,1381,787,0.757302538,"Snap-375",3429,2013,739,2636759,1336944,591232,4382013,1352,2132301,7886,12435956,5960,9399617,5,6,1.442812,3.703,3,4,4,"Day1","test"
39,3128,68,31,10.3,8.4,0.823,0.911,0.568,0.976,1243,413,-0.14108745,"Snap-376",4249,1967,581,2595883,1150471,417979,4122832,1061,1397750,11210,14774345,7309,9633126,3,3,0.412232,3.633,2,5,4,"Day1","test"
45,2925,74,32,10.7,8.8,0.827,0.913,0.561,0.979,1195,464,0.903495147,"Snap-376",3954,1845,553,2625233,1156878,420033,4173698,910,1299010,10871,15512400,6267,8943350,4,5,1.288225,3.677,2,5,4,"Day1","test"
58,1919,119,41,15.1,10,0.665,0.871,0.747,0.982,549,571,0.118661971,"Snap-376",2124,1596,456,2438787,1286184,427117,4426015,899,2072640,8724,20117638,12325,28420455,9,7,0.721406,3.732,2,5,5,"Day1","test"
59,1917,122,42,14.2,10.9,0.767,0.869,0.641,0.974,769,579,0.86105651,"Snap-376",2388,1321,428,2782555,1107391,421486,4534542,1434,3393842,5239,12394521,8348,19750506,4,5,3.967733,3.65,3,4,4,"Day1","test"
105,1660,143,47,18,10.2,0.565,0.8,0.825,0.978,1019,1102,-0.389507852,"Snap-376",2043,1194,470,2501057,1134274,516371,4619627,951,2647796,5687,15826744,3870,10769767,7,8,2.112689,3.727,2,4,3,"Day1","test"
29,2946,76,37,14.8,6.6,0.448,0.719,0.894,0.94,441,536,-1.507768729,"Snap-377",3629,2267,1130,2380373,1541319,940957,4360569,2879,4261502,7214,10676070,2816,4166953,5,2,2.937153,3.725,4,4,3,"Day1","test"
37,1925,120,44,16.9,9.1,0.542,0.795,0.84,0.978,1661,639,0.270906973,"Snap-377",2278,1432,495,2533235,1218763,484653,4490135,972,2265811,5388,12564027,2965,6915306,8,8,1.4170475,3.759,2,4,3,"Day1","test"
41,1639,147,46,15.6,12,0.769,0.881,0.64,0.979,1546,706,0.565243365,"Snap-377",1903,1234,399,2535051,1135661,424116,4662091,1018,2895060,14936,42491695,16015,45562524,9,5,1.597399,3.717,2,5,5,"Day1","test"
6,2160,106,41,15.3,8.9,0.584,0.813,0.812,0.977,426,154,1.196708704,"Snap-378",2607,1636,505,2372144,1319999,477033,4454097,927,1911129,14347,29583052,14735,30384010,8,6,1.9838665,3.752,2,5,5,"Day1","test"
9,2045,108,39,12.7,10.9,0.855,0.88,0.519,0.975,530,182,1.163773817,"Snap-378",2481,1460,585,2446733,1137361,533737,4287723,1008,2113331,4836,10141836,1336,2801568,13,12,0.5925835,3.7,2,4,2,"Day1","test"
14,2594,88,36,12.9,8.7,0.677,0.863,0.736,0.977,540,234,-1.039219898,"Snap-378",2923,2163,613,2075265,1512057,510035,4420813,1555,2650152,7348,12520954,13344,22738241,5,5,1.133638,3.809,3,4,5,"Day1","test"
27,1653,146,47,17.9,10.4,0.583,0.834,0.812,0.983,452,643,0.209379695,"Snap-378",1754,1329,455,2299449,1225582,477490,4679322,936,2648262,4821,13642079,5332,15088697,13,13,2.421863,3.859,2,4,4,"Day1","test"
60,1994,110,41,15,9.6,0.64,0.822,0.769,0.956,1753,1020,-1.234877941,"Snap-378",2458,1399,474,2413868,1132855,447812,4267358,981,2099958,9768,20903639,5161,11044866,3,4,3.0144465,3.702,2,5,4,"Day1","test"
71,1370,176,52,18.9,12,0.637,0.809,0.771,0.977,1701,1180,0.095984879,"Snap-378",1516,1098,419,2308399,1130497,480206,4683722,1035,3538685,4132,14127397,7829,26768993,11,11,1.906573,3.791,2,4,4,"Day1","test"
10,1993,103,39,14.3,9.3,0.647,0.849,0.762,0.978,328,88,-0.030016209,"Snap-211",2863,1390,541,2699782,1035876,473460,4386459,1247,2495276,14891,29797107,12389,24791214,4,4,2.937153,3.644,3,5,5,"Day2","test"
70,1830,115,40,14.4,10.2,0.713,0.889,0.701,0.982,579,784,-1.543916982,"Snap-211",2380,1447,485,2630268,1141741,446562,4498936,1935,4324724,9429,21074144,11225,25088303,9,9,2.009631,3.779,4,4,4,"Day2","test"
77,2065,98,40,15.6,8.1,0.518,0.789,0.856,0.972,947,878,1.394375767,"Snap-211",2610,1814,499,2124802,1400437,450978,4337602,1053,2011104,10502,20059601,4579,8745649,6,6,1.5716345,3.807,3,4,3,"Day2","test"
156,2020,222,60,20.8,14.3,0.689,0.771,0.725,0.938,1155,1035,-0.876186093,"Snap-212",2690,1486,490,5452742,1807333,658169,9580383,1383,5961911,7280,31382962,2893,12471102,16,15,1.185167,3.689,3,4,1,"Day2","test"
105,1986,103,41,16.4,8.2,0.497,0.76,0.868,0.956,1438,699,-0.857822617,"Snap-215",2671,1590,522,2577442,1346392,509557,4368730,2079,4158916,12299,24597887,5952,11904270,7,7,1.54587,3.734,4,4,3,"Day2","test"
77,1567,144,56,24.1,7.8,0.322,0.586,0.947,0.965,1428,508,0.433400828,"Snap-216",1878,1494,396,2631580,1705583,503839,4833214,967,2712721,7895,22137097,4743,13299178,10,9,2.164218,3.776,2,4,3,"Day2","test"
103,1697,130,52,21.9,7.7,0.351,0.615,0.936,0.96,1828,622,-1.025598259,"Snap-216",2136,1511,383,2629289,1606062,459596,4728023,1339,3391067,10260,25979171,7834,19836200,14,14,0.9017575,3.784,3,4,4,"Day2","test"
133,2056,102,39,13.8,9.5,0.692,0.866,0.722,0.976,1876,798,0.079553234,"Snap-216",2976,1460,490,2684258,1109464,434823,4489659,1156,2295620,7310,14517377,910,1806393,5,2,2.267276,3.579,3,4,1,"Day2","test"
151,1621,141,46,16.9,10.6,0.628,0.833,0.778,0.979,155,915,-0.55401807,"Snap-216",2020,1421,452,2385082,1340072,484377,4866971,960,2620602,10823,29547753,12943,35335404,14,16,1.082109,3.85,2,4,5,"Day2","test"
43,1548,154,49,18.2,11,0.605,0.799,0.796,0.97,682,360,0.161259981,"Snap-217",1903,1320,394,2674056,1264310,428837,5091122,1235,3691104,9108,27222709,10616,31730654,14,13,1.494341,3.829,3,4,4,"Day2","test"
48,2137,101,40,15,8.7,0.577,0.803,0.817,0.969,590,394,0.446391913,"Snap-217",2613,1964,439,2173915,1570823,414173,4628629,1182,2327640,15318,30160279,13690,26955301,9,9,1.855044,3.809,3,5,5,"Day2","test"
52,1882,124,44,16.5,9.6,0.583,0.817,0.813,0.975,907,460,0.721571003,"Snap-217",2501,1504,737,2820613,1345915,755134,4993601,874,2108034,9319,22478367,6087,14682935,11,15,0.721406,3.813,2,4,3,"Day2","test"
9,2002,110,50,22,6.5,0.294,0.558,0.956,0.947,355,202,-1.361164749,"Snap-219",2594,1727,616,2565467,1627186,670450,4710957,2130,4556416,9501,20321906,4868,10413125,12,10,0.875993,3.839,4,4,3,"Day2","test"
12,2231,94,40,15.3,7.9,0.515,0.734,0.857,0.965,387,228,-0.951390806,"Snap-219",2846,1984,1111,2447219,1565386,1039639,4463568,1630,2964142,10849,19734167,5795,10541747,8,7,1.648928,3.813,3,4,3,"Day2","test"
23,2596,77,35,14.1,7,0.497,0.789,0.868,0.972,114,536,-0.148979036,"Snap-219",3201,2451,505,2234135,1627200,403893,4293524,1993,2997045,12861,19342369,5053,7599365,8,5,1.339754,3.84,3,4,3,"Day2","test"
39,3737,81,35,12.2,8.6,0.701,0.85,0.713,0.974,1555,830,0.970306556,"Snap-219",5440,2711,1147,4052719,1865493,946436,6493629,2105,3325908,14686,23204424,5615,8871119,3,5,0.824464,3.578,3,5,3,"Day2","test"
47,2481,84,36,12.8,8.5,0.667,0.836,0.745,0.961,1614,1022,-1.255456781,"Snap-219",3261,2073,997,2576566,1436655,821600,4459870,2075,3390737,15968,26092495,8729,14262522,9,7,1.391283,3.784,4,5,4,"Day2","test"
48,2245,97,40,15.9,7.8,0.488,0.748,0.873,0.965,1662,1038,1.499975883,"Snap-219",3015,1823,894,2807126,1411242,827972,4624318,1983,3714614,15649,29309677,8374,15684105,4,4,3.5812655,3.672,4,5,4,"Day2","test"
9,2788,75,33,11.9,8.1,0.684,0.874,0.73,0.979,994,320,-0.714643687,"Snap-220",3797,2344,581,2460194,1579912,469811,4490630,1118,1636411,7228,10581765,365,533958,7,6,0.7986995,3.74,3,4,1,"Day2","test"
18,2219,97,38,13.2,9.4,0.715,0.855,0.699,0.975,1316,455,0.893912364,"Snap-220",3125,1628,538,2537719,1225984,474315,4600598,1455,2743585,10366,19539808,4265,8038772,5,6,2.06116,3.707,3,4,3,"Day2","test"
32,1826,121,44,17.7,8.7,0.492,0.768,0.871,0.977,1581,623,1.21763144,"Snap-220",2262,1572,395,2447677,1382066,401778,4711614,1048,2458961,7773,18235384,3238,7595226,11,10,1.54587,3.783,3,4,2,"Day2","test"
47,2136,98,38,14.4,8.7,0.605,0.836,0.796,0.977,214,998,-1.196533105,"Snap-220",2431,2010,435,1974267,1529768,389937,4455337,1722,3266740,11260,21360585,8554,16227176,13,11,1.906573,3.897,4,4,4,"Day2","test"
66,1812,114,45,18.7,8,0.426,0.697,0.905,0.971,1788,1280,0.852890893,"Snap-221",2404,1519,444,2519354,1461727,486929,4428148,944,2097097,14881,33064817,9717,21591415,9,7,1.133638,3.683,2,5,4,"Day2","test"
69,1679,120,45,17.9,8.6,0.482,0.762,0.876,0.975,290,1323,0.940773616,"Snap-221",2310,1336,406,2302881,1242945,431923,4309594,1560,3640221,11075,25838293,10253,23919860,7,6,2.2930405,3.722,3,4,4,"Day2","test"
53,2682,75,35,14.3,6.7,0.471,0.755,0.882,0.972,751,978,0.778418361,"Snap-222",3631,2335,501,2087935,1702530,433364,4304059,1425,2079154,15435,22519754,11714,17090687,7,7,0.51529,3.787,3,5,5,"Day2","test"
19,1761,121,42,14.8,10.4,0.7,0.87,0.714,0.979,1508,431,0.303598767,"Snap-223",2155,1584,430,2510396,1292924,406048,4531460,1505,3520806,9273,21689651,6415,15005289,10,9,1.03058,3.726,3,4,3,"Day2","test"
35,2017,210,60,22.9,11.9,0.52,0.73,0.854,0.966,525,737,1.062030314,"Snap-223",2725,1507,533,4930328,1824499,721655,9046817,1518,6190848,8539,34821190,3523,14364761,20,12,1.0048155,3.684,3,4,2,"Day2","test"
36,2169,94,37,13,9.3,0.718,0.857,0.696,0.972,1811,739,0.911965904,"Snap-223",3133,1602,456,2487924,1153668,394213,4332667,1329,2413251,15853,28788201,11487,20860892,5,4,2.988682,3.651,3,5,4,"Day2","test"
27,2386,87,36,13.6,8.2,0.603,0.843,0.798,0.977,985,756,1.053248622,"Snap-224",3204,1950,511,2614819,1393994,433536,4426929,1626,2743051,16383,27638121,14873,25090353,4,5,1.597399,3.711,3,5,5,"Day2","test"
43,2013,38,24,8.9,5.5,0.615,0.83,0.788,0.965,1817,1104,1.359097203,"Snap-224",2430,2068,1027,721575,905800,599550,1627375,1877,1379301,15839,11641936,3665,2693953,5,4,0.979051,3.892,3,5,2,"Day2","test"
44,2080,62,30,10.8,7.3,0.677,0.854,0.736,0.972,1851,1123,0.754262844,"Snap-224",2664,1952,802,1289391,1157460,590482,2747507,1686,2024822,15530,18651021,3447,4139880,6,5,0.824464,3.758,3,5,2,"Day2","test"
37,1822,120,42,14.8,10.3,0.695,0.863,0.719,0.977,1121,1058,-0.144975756,"Snap-225",2357,1489,379,2731206,1212303,360797,4658994,920,2139272,10464,24328584,7898,18363171,14,10,1.1594025,3.762,2,4,4,"Day2","test"
32,2267,97,39,14.7,8.5,0.582,0.821,0.813,0.974,1268,933,-0.177625993,"Snap-226",3325,1575,438,2806223,1154610,382237,4701326,1050,1980708,10082,19014410,3416,6442359,5,5,2.473392,3.677,3,4,2,"Day2","test"
40,2114,105,41,15.8,8.5,0.535,0.795,0.845,0.976,1273,1009,0.783891075,"Snap-226",3070,1471,392,3100735,1229635,379540,4725113,1199,2436433,9435,19171813,3568,7249253,6,5,1.958102,3.638,3,4,2,"Day2","test"
47,1561,150,47,16.7,11.5,0.686,0.861,0.728,0.98,1193,781,-0.014377466,"Snap-227",1977,1304,363,2700623,1230018,389061,5009290,789,2302801,7682,22414774,9931,28978893,13,9,2.267276,3.79,2,4,4,"Day2","test"
44,2106,113,42,15.4,9.4,0.612,0.813,0.791,0.975,1009,1157,-0.954051852,"Snap-228",2689,1898,1107,2605325,1615376,1104388,5059962,1181,2580051,8079,17651984,12700,27749546,8,6,2.164218,3.664,3,4,5,"Day2","test"
50,2918,72,31,10.5,8.8,0.837,0.924,0.547,0.98,1041,1225,-0.17777311,"Snap-228",3926,2380,541,2630561,1427760,393760,4493305,1232,1724457,7457,10440351,8313,11638762,5,5,0.51529,3.727,3,4,4,"Day2","test"
58,2505,82,35,12.7,8.3,0.658,0.857,0.753,0.976,244,1338,-1.555980447,"Snap-228",3744,1630,459,2980224,1075507,364227,4402707,1723,2752807,13632,21783343,9741,15566146,4,4,3.0659755,3.649,3,4,4,"Day2","test"
34,1875,123,42,14.9,10.6,0.713,0.87,0.701,0.979,1646,375,-0.054344399,"Snap-230",2658,1408,485,2748248,1166888,469487,4919864,1515,3615345,11528,27506662,5664,13515382,6,8,0.51529,3.628,3,4,3,"Day2","test"
4,1927,76,39,15.9,6.3,0.399,0.639,0.917,0.978,1495,11,-1.506676206,"Snap-231",2556,1378,414,1837840,628203,218383,3106312,1327,1945671,8820,12929766,9571,14030689,5,3,2.782566,3.7,3,4,4,"Day2","test"
10,2068,104,40,15,8.9,0.591,0.823,0.807,0.972,137,60,0.639500539,"Snap-231",2873,1570,410,2482362,1259286,384201,4578605,1270,2556654,7655,15409693,2351,4732715,6,7,1.54587,3.73,3,4,2,"Day2","test"
44,2560,77,33,10.4,9.4,0.908,0.91,0.418,0.974,886,433,-0.151731207,"Snap-231",3650,1852,849,2649650,1162855,652358,4187369,2869,4265569,10255,15249285,2954,4392790,2,1,0.772935,3.562,4,4,2,"Day2","test"
61,1797,121,43,15.8,9.8,0.62,0.826,0.785,0.976,531,445,-0.302347594,"Snap-232",2291,1553,370,2547901,1341905,367488,4641178,1266,2971867,8631,20264985,10663,25035977,16,13,0.772935,3.819,3,4,4,"Day2","test"
73,1746,30,21,7.1,5.3,0.75,0.849,0.661,0.95,358,512,0.860135989,"Snap-232",1962,1981,877,539533,752777,469989,1105649,1034,595731,14943,8607094,3728,2147570,5,5,1.03058,3.947,3,5,2,"Day2","test"
77,3849,121,47,15.6,10.1,0.647,0.695,0.763,0.936,398,549,-1.073272412,"Snap-232",4600,3666,1623,4779212,3405601,1689052,9951638,1241,2918687,13127,30861618,3441,8089932,9,4,1.3655185,3.497,3,5,2,"Day2","test"
78,1611,146,46,15.5,12.1,0.781,0.854,0.624,0.974,1300,562,0.779727678,"Snap-232",2080,1312,750,2653838,1241180,817387,5004986,1243,3509014,8595,24271386,5022,14183232,11,11,1.339754,3.725,3,4,3,"Day2","test"
109,1752,131,45,15.9,10.9,0.683,0.806,0.73,0.966,1179,821,0.090502763,"Snap-232",2385,1339,675,2949634,1222452,706895,4905474,1545,3933569,7785,19821130,2719,6922078,16,15,1.339754,3.715,3,4,2,"Day2","test"
113,2540,86,36,11.7,9.4,0.8,0.839,0.6,0.969,1071,836,-1.264811091,"Snap-232",3091,2370,1245,2265420,1552482,978621,4643319,2729,4536260,14167,23545423,3799,6313974,5,4,1.700457,3.715,4,5,3,"Day2","test"
64,2117,107,40,14,9.9,0.708,0.857,0.707,0.978,1029,408,0.794250818,"Snap-233",2611,1860,378,2454163,1487695,354137,4848092,1056,2199221,15435,32136102,6674,13895767,11,10,1.3139895,3.844,3,5,4,"Day2","test"
70,2063,116,41,13.6,10.9,0.803,0.879,0.596,0.976,1746,438,0.053876156,"Snap-233",2475,1916,825,2709849,1547797,785471,5101987,2272,5110334,16376,36828845,14802,33289946,9,10,1.648928,3.786,4,5,5,"Day2","test"
75,2281,94,37,12.5,9.6,0.768,0.856,0.641,0.965,1774,475,-1.284041807,"Snap-233",3211,1785,1016,2520415,1314117,886920,4586431,1555,2841734,13385,24467015,6172,11281566,6,5,2.421863,3.666,3,5,3,"Day2","test"
82,2178,107,41,16.1,8.5,0.53,0.797,0.848,0.977,1501,523,0.742751794,"Snap-233",2856,1748,444,2501601,1473220,432872,4993738,939,1956474,8539,17795531,5865,12223685,10,8,0.927522,3.725,2,4,3,"Day2","test"
86,1700,142,50,20,9.4,0.47,0.708,0.883,0.935,1740,572,0.788038615,"Snap-233",2200,1422,404,2796585,1462121,468916,5160672,876,2417924,7966,21987052,1124,3101243,9,11,1.494341,3.8,2,4,1,"Day2","test"
88,1904,130,43,14.4,11.5,0.8,0.873,0.6,0.977,1484,584,-0.39494724,"Snap-233",2480,1508,396,2726016,1310100,398665,5275262,1171,2949804,9170,23100450,12872,32423591,12,10,1.1594025,3.762,3,4,5,"Day2","test"
146,2121,104,39,14.7,9,0.615,0.84,0.788,0.978,1785,1003,0.905198658,"Snap-233",3053,1520,386,2717102,1202038,358080,4717383,1030,2081909,14643,29608470,6833,13815927,8,7,1.391283,3.7,3,5,3,"Day2","test"
190,2182,104,38,12.6,10.6,0.842,0.896,0.539,0.977,1036,1363,1.489249623,"Snap-233",2977,1645,674,2827873,1243592,598704,4862374,1186,2403154,8308,16831341,4728,9579156,9,8,1.7777505,3.751,3,4,3,"Day2","test"
28,2218,100,41,16.1,8,0.495,0.761,0.869,0.971,496,338,-0.450365763,"Snap-234",2902,1874,431,2774346,1503190,403765,4724352,1202,2326691,11011,21317525,823,1592978,10,9,1.185167,3.743,3,4,1,"Day2","test"
85,1237,60,33,12.9,6.2,0.477,0.69,0.879,0.917,516,864,0.567417596,"Snap-234",1620,1156,518,831312,749063,414147,1580375,1087,1261725,10539,12235848,981,1138684,3,1,1.648928,3.81,3,4,1,"Day2","test"
86,3509,47,27,8.9,6.8,0.762,0.82,0.648,0.958,576,857,-1.548540426,"Snap-234",4828,3099,1628,1931392,1580563,1094291,3511955,1749,1592006,16033,14589979,1226,1115285,1,0,0,3.55,3,5,1,"Day2","test"
88,2789,54,29,11,6.3,0.579,0.784,0.815,0.941,587,881,-1.044078025,"Snap-234",3534,2679,1798,1678444,1521585,1280172,3200029,2327,2427226,16383,17087469,2300,2398512,3,7,0.360703,3.736,4,5,2,"Day2","test"
94,1602,156,51,17.3,12.2,0.702,0.748,0.712,0.928,590,930,-0.031933005,"Snap-234",2184,1227,593,2904945,1270335,684939,5342815,1491,4521408,14557,44135860,13829,41929788,10,9,2.267276,3.723,3,5,5,"Day2","test"
11,2016,114,42,15.5,9.4,0.61,0.824,0.793,0.976,1142,143,-0.899905111,"Snap-235",2682,1630,445,2695714,1382521,438139,4916136,1036,2296246,9217,20434630,2376,5267674,13,12,1.2109315,3.819,3,4,2,"Day2","test"
18,2139,102,38,13.4,9.7,0.718,0.871,0.696,0.976,1621,211,0.679466312,"Snap-236",2839,1684,713,2560409,1271788,637062,4651562,1171,2314941,7384,14597591,8078,15969673,10,9,1.03058,3.734,3,4,4,"Day2","test"
50,1771,124,42,14.6,10.9,0.741,0.88,0.671,0.982,335,806,-0.809774013,"Snap-236",2309,1447,406,2757489,1215518,392645,4675699,1063,2552324,15633,37518785,14784,35480542,8,8,1.133638,3.793,3,5,5,"Day2","test"
65,2839,74,33,11.2,8.5,0.756,0.827,0.655,0.963,223,1011,-0.665611653,"Snap-236",3684,2494,1092,2375901,1616296,865963,4462165,2200,3143175,15109,21591158,5466,7810702,8,5,1.339754,3.801,4,5,3,"Day2","test"
4,2150,96,38,14.3,8.7,0.605,0.818,0.796,0.962,1350,117,-0.148186704,"Snap-237",2984,1684,558,2408333,1252724,487353,4396517,2029,3772079,15295,28434233,10387,19310234,6,4,2.4476275,3.707,4,5,4,"Day2","test"
6,2370,85,35,12.7,8.5,0.672,0.846,0.741,0.975,1410,120,-1.412825146,"Snap-237",3190,1912,1103,2593774,1307563,909034,4285175,2228,3662532,6452,10607726,450,740508,5,4,0.6441125,3.536,4,4,1,"Day2","test"
14,2258,93,37,13.6,8.7,0.643,0.849,0.766,0.975,961,220,-1.249043557,"Snap-237",3224,1730,470,2456897,1264559,406020,4467920,2046,3680123,8365,15047953,5234,9415640,5,5,0.463761,3.625,4,4,3,"Day2","test"
37,2619,75,35,13.8,7.1,0.513,0.75,0.859,0.948,53,754,1.316101602,"Snap-237",3604,2183,512,2230959,1510296,425973,4203810,1281,1869016,9423,13748661,5971,8711107,5,6,1.5716345,3.764,3,4,3,"Day2","test"
12,2380,88,36,14,8,0.571,0.832,0.821,0.978,441,286,1.567446676,"Snap-238",3264,1902,560,2330616,1331511,465695,4460856,1385,2360819,15350,26156569,9816,16726271,8,9,0.566819,3.785,3,5,4,"Day2","test"
23,1658,137,46,17.9,9.8,0.548,0.794,0.836,0.971,1469,409,0.772387229,"Snap-238",1967,1540,654,2494769,1479646,723014,4834827,1037,2748414,8931,23667632,9790,25943753,17,14,0.7471705,3.872,3,4,4,"Day2","test"
58,1869,113,41,14.8,9.8,0.662,0.847,0.75,0.977,1586,879,-0.80547164,"Snap-238",2541,1460,472,2568616,1208514,456471,4510541,860,1887585,10365,22739870,4951,10863486,6,6,1.751986,3.737,2,4,3,"Day2","test"
80,2012,43,27,10.3,5.4,0.526,0.762,0.85,0.96,1340,1311,-0.434480976,"Snap-238",2828,1806,854,947343,915735,554490,1863078,2087,1757168,12280,10339571,3834,3228379,3,5,0.360703,3.828,4,4,2,"Day2","test"
47,2411,68,32,10.4,8.6,0.829,0.828,0.559,0.976,1919,1111,0.637326299,"Snap-240",3127,1981,501,2047874,905174,263906,3487830,933,1226911,7629,10032175,7848,10319683,9,8,0.8502285,3.803,2,4,4,"Day2","test"
45,1839,133,46,17.7,9.7,0.55,0.787,0.835,0.978,911,602,0.061596594,"Snap-241",2475,1451,364,2757288,1304476,374180,5216537,1294,3334759,16255,41904580,12835,33088115,10,7,1.442812,3.769,3,5,5,"Day2","test"
93,2167,102,38,13.6,9.6,0.7,0.875,0.714,0.978,1847,1348,0.790755334,"Snap-241",2965,1691,401,2624050,1306863,365526,4728585,859,1704126,12472,24744459,4253,8438731,8,6,2.0353955,3.741,2,4,3,"Day2","test"
68,1808,125,43,16,10,0.625,0.848,0.78,0.979,735,1424,0.448467896,"Snap-242",2375,1439,445,2826805,1243321,441181,4841282,1286,3130520,11725,28538761,9120,22198404,13,12,1.133638,3.728,3,4,4,"Day2","test"
107,1687,136,44,15.9,10.9,0.687,0.868,0.726,0.981,668,1214,-1.265553976,"Snap-243",2164,1366,382,2577694,1204525,387672,4889806,1405,3700897,7785,20514182,11760,30986652,16,11,1.03058,3.821,3,4,4,"Day2","test"
113,2498,180,51,16.1,14.6,0.904,0.858,0.427,0.977,1582,1263,0.028851785,"Snap-243",3230,1821,616,5000767,1906820,729609,9597570,1218,4255833,16335,57058231,11041,38566734,20,18,1.082109,3.736,3,5,4,"Day2","test"
16,2323,106,40,13.3,10.3,0.77,0.835,0.638,0.964,1675,53,-0.954416023,"Snap-244",3107,1979,1168,2945398,1545347,1075882,5250677,1007,2069217,10406,21385162,2472,5079104,9,10,0.721406,3.652,3,4,2,"Day2","test"
18,2834,156,52,18.3,11.3,0.619,0.739,0.785,0.939,1727,76,0.992577012,"Snap-244",3633,2246,1208,4853319,2313039,1427765,9443756,1161,3518102,13164,39886444,2497,7565710,7,7,3.09174,3.666,3,4,2,"Day2","test"
29,2598,92,36,12.2,9.7,0.796,0.878,0.605,0.98,1702,126,-1.2407638,"Snap-244",3254,2376,1408,2636029,1634504,1148899,5112101,1574,2816469,15601,27910038,2979,5329012,7,7,1.700457,3.654,3,5,2,"Day2","test"
30,2719,80,36,12.8,8.2,0.643,0.797,0.766,0.939,1740,131,-0.322398534,"Snap-244",3312,2617,1810,2483775,1748474,1462143,4666002,1095,1707878,14169,22103879,3289,5130246,5,5,1.54587,3.727,3,4,2,"Day2","test"
85,2217,101,37,12,10.8,0.895,0.921,0.446,0.981,1134,587,-0.189423109,"Snap-244",2874,1794,400,2658368,1316663,345876,4795092,1134,2230909,16364,32187515,12940,25452474,9,9,1.751986,3.814,3,5,5,"Day2","test"
66,2326,92,40,15.7,7.7,0.487,0.74,0.873,0.94,1507,923,1.152390758,"Snap-246",3097,1979,390,2561024,1571659,361624,4589627,1213,2176223,16169,29006300,7431,13332037,8,8,1.2624605,3.756,3,5,4,"Day2","test"
70,2468,89,37,14.4,8,0.552,0.802,0.834,0.965,934,984,-0.723217917,"Snap-246",3334,1991,759,2644189,1527456,686267,4683574,1158,1999552,15966,27557371,7820,13497462,5,5,2.885624,3.694,3,5,4,"Day2","test"
73,2017,115,40,13.7,10.9,0.796,0.886,0.606,0.97,1139,1034,-0.597908792,"Snap-246",2546,1783,772,2752565,1440405,722587,4973703,1245,2789581,8856,19846611,3930,8807939,10,8,1.958102,3.698,3,4,3,"Day2","test"
82,1898,126,43,16.1,10,0.618,0.84,0.786,0.978,933,1103,-1.196250069,"Snap-246",2516,1530,383,3021600,1329235,383367,5110288,999,2445653,8294,20296365,2597,6354435,13,11,0.772935,3.797,2,4,2,"Day2","test"
38,2988,61,30,9.4,8.4,0.895,0.865,0.445,0.982,1920,559,-0.226168783,"Snap-247",4008,2250,569,2047843,924798,271579,3868906,1857,2185831,15209,17901051,6766,7964063,4,4,1.5716345,3.716,4,5,3,"Day2","test"
7,2076,107,42,16.7,8.2,0.488,0.742,0.873,0.97,1705,32,-1.201439876,"Snap-249",2882,1615,694,2524425,1345196,677213,4720895,1868,3863269,15940,32964554,13523,27965408,4,4,1.391283,3.643,3,5,5,"Day2","test"
8,2012,114,41,14.7,10,0.681,0.875,0.732,0.981,969,45,-0.135462974,"Snap-249",2576,1659,510,2780024,1323624,473589,4916900,727,1616311,7686,17077211,11290,25087312,8,8,1.03058,3.709,2,4,4,"Day2","test"
207,1834,130,49,20.1,8.3,0.415,0.674,0.91,0.951,797,1101,1.011216056,"Snap-249",2253,1769,1062,2397197,1786523,1224517,5079212,806,2029404,7995,20131619,6350,15990025,20,18,0.669877,3.782,2,4,3,"Day2","test"
225,2192,105,40,15.5,8.6,0.559,0.807,0.829,0.978,553,1207,-1.044887401,"Snap-249",2855,1883,736,2486916,1527107,695926,4893842,1212,2459474,8891,18049484,954,1936691,6,8,1.185167,3.601,3,4,1,"Day2","test"
233,2017,106,39,13.9,9.8,0.706,0.868,0.709,0.979,581,1236,-1.296505407,"Snap-249",2860,1476,862,2734033,1146617,786530,4578731,999,2061670,12447,25690482,7581,15646602,4,2,4.8179615,3.569,3,4,4,"Day2","test"
